"","Position","AUC"
"1",50,0.880116959064327
"2",51,0.89766081871345
"3",52,0.899425287356322
"4",53,0.916666666666667
"5",54,0.922413793103448
"6",55,0.922413793103448
"7",56,0.922413793103448
"8",57,0.876847290640394
"9",58,0.876847290640394
"10",59,0.87468671679198
"11",60,0.876847290640394
"12",61,0.874384236453202
"13",62,0.87468671679198
"14",63,0.874384236453202
"15",64,0.874384236453202
"16",65,0.887218045112782
"17",66,0.897959183673469
"18",67,0.908482142857143
"19",68,0.908482142857143
"20",69,0.908482142857143
"21",70,0.845238095238095
"22",71,0.85050505050505
"23",72,0.851851851851852
"24",73,0.854545454545454
"25",74,0.853909465020576
"26",75,0.851851851851852
"27",76,0.852525252525252
"28",77,0.852525252525252
"29",78,0.852525252525252
"30",79,0.851851851851852
"31",80,0.847736625514403
"32",81,0.849056603773585
"33",82,0.849056603773585
"34",83,0.85042735042735
"35",84,0.85042735042735
"36",85,0.851153039832285
"37",86,0.851153039832285
"38",87,0.855345911949685
"39",88,0.849794238683128
"40",89,0.849056603773585
"41",90,0.843621399176955
"42",91,0.854716981132076
"43",92,0.858391608391608
"44",93,0.858391608391608
"45",94,0.836538461538461
"46",95,0.838235294117647
"47",96,0.835
"48",97,0.838235294117647
"49",98,0.843137254901961
"50",99,0.841503267973856
"51",100,0.841503267973856
"52",101,0.845
"53",102,0.852040816326531
"54",103,0.855
"55",104,0.862244897959184
"56",105,0.86734693877551
"57",106,0.868333333333333
"58",107,0.86764705882353
"59",108,0.866666666666667
"60",109,0.862745098039216
"61",110,0.84775641025641
"62",111,0.842948717948718
"63",112,0.838141025641026
"64",113,0.839869281045752
"65",114,0.839869281045752
"66",115,0.841346153846154
"67",116,0.841346153846154
"68",117,0.841346153846154
"69",118,0.846153846153846
"70",119,0.843137254901961
"71",120,0.84
"72",121,0.843137254901961
"73",122,0.841538461538462
"74",123,0.838304552590267
"75",124,0.84077380952381
"76",125,0.838905775075988
"77",126,0.834782608695652
"78",127,0.835555555555555
"79",128,0.837037037037037
"80",129,0.833333333333333
"81",130,0.833333333333333
"82",131,0.833333333333333
"83",132,0.837878787878788
"84",133,0.842424242424242
"85",134,0.83875968992248
"86",135,0.83875968992248
"87",136,0.842424242424242
"88",137,0.834415584415584
"89",138,0.834415584415584
"90",139,0.825641025641026
"91",140,0.825925925925926
"92",141,0.821969696969697
"93",142,0.825925925925926
"94",143,0.822222222222222
"95",144,0.822222222222222
"96",145,0.804444444444444
"97",146,0.787654320987654
"98",147,0.807407407407407
"99",148,0.813131313131313
"100",149,0.830808080808081
"101",150,0.830808080808081
"102",151,0.830808080808081
"103",152,0.829457364341085
"104",153,0.816537467700258
"105",154,0.803617571059432
"106",155,0.79328165374677
"107",156,0.791005291005291
"108",157,0.806547619047619
"109",158,0.806547619047619
"110",159,0.811046511627907
"111",160,0.805232558139535
"112",161,0.808139534883721
"113",162,0.808139534883721
"114",163,0.808139534883721
"115",164,0.809659090909091
"116",165,0.809659090909091
"117",166,0.809659090909091
"118",167,0.788961038961039
"119",168,0.788961038961039
"120",169,0.79047619047619
"121",170,0.86231884057971
"122",171,0.865248226950355
"123",172,0.864583333333333
"124",173,0.854166666666667
"125",174,0.854166666666667
"126",175,0.854166666666667
"127",176,0.854166666666667
"128",177,0.850694444444444
"129",178,0.850694444444444
"130",179,0.850694444444444
"131",180,0.851063829787234
"132",181,0.854166666666667
"133",182,0.851063829787234
"134",183,0.854166666666667
"135",184,0.850694444444444
"136",185,0.84375
"137",186,0.840425531914894
"138",187,0.851063829787234
"139",188,0.868794326241135
"140",189,0.871527777777778
"141",190,0.871527777777778
"142",191,0.844897959183673
"143",192,0.83
"144",193,0.813725490196078
"145",194,0.878205128205128
"146",195,0.880503144654088
"147",196,0.880503144654088
"148",197,0.880503144654088
"149",198,0.880503144654088
"150",199,0.880503144654088
"151",200,0.882716049382716
"152",201,0.882716049382716
"153",202,0.882716049382716
"154",203,0.882716049382716
"155",204,0.878787878787879
"156",205,0.878787878787879
"157",206,0.860606060606061
"158",207,0.858024691358025
"159",208,0.854545454545454
"160",209,0.860606060606061
"161",210,0.876543209876543
"162",211,0.87037037037037
"163",212,0.867924528301887
"164",213,0.867924528301887
"165",214,0.867924528301887
"166",215,0.867924528301887
"167",216,0.867924528301887
"168",217,0.867924528301887
"169",218,0.830188679245283
"170",219,0.833333333333333
"171",220,0.836363636363636
"172",221,0.833333333333333
"173",222,0.836363636363636
"174",223,0.839285714285714
"175",224,0.736842105263158
"176",225,0.736842105263158
"177",226,NA
"178",227,NA
"179",228,NA
"180",229,NA
"181",230,NA
"182",231,NA
"183",232,NA
"184",233,NA
"185",234,NA
"186",235,NA
"187",236,NA
"188",237,NA
"189",238,NA
"190",239,NA
"191",240,NA
"192",241,NA
"193",242,NA
"194",243,NA
"195",244,NA
"196",245,NA
"197",246,NA
"198",247,0.983606557377049
"199",248,0.959016393442623
"200",249,0.958333333333333
"201",250,0.959016393442623
"202",251,0.959016393442623
"203",252,0.959016393442623
"204",253,0.975
"205",254,0.975
"206",255,0.974576271186441
"207",256,0.974576271186441
"208",257,0.974576271186441
"209",258,0.966101694915254
"210",259,0.954802259887006
"211",260,0.954022988505747
"212",261,0.954022988505747
"213",262,0.954022988505747
"214",263,0.953216374269006
"215",264,0.953216374269006
"216",265,0.953216374269006
"217",266,0.953216374269006
"218",267,0.953216374269006
"219",268,0.954022988505747
"220",269,0.954022988505747
"221",270,0.953216374269006
"222",271,0.953216374269006
"223",272,0.953216374269006
"224",273,0.935672514619883
"225",274,0.919540229885057
"226",275,0.919540229885057
"227",276,0.919540229885057
"228",277,0.919540229885057
"229",278,0.91812865497076
"230",279,0.91812865497076
"231",280,0.919540229885057
"232",281,0.91812865497076
"233",282,0.91812865497076
"234",283,0.91812865497076
"235",284,0.916666666666667
"236",285,0.916666666666667
"237",286,0.91812865497076
"238",287,0.916666666666667
"239",288,0.915151515151515
"240",289,0.915151515151515
"241",290,0.915151515151515
"242",291,0.915151515151515
"243",292,0.915151515151515
"244",293,0.925925925925926
"245",294,0.907407407407407
"246",295,0.895061728395062
"247",296,0.895061728395062
"248",297,0.876543209876543
"249",298,0.858024691358025
