"","Position","AUC"
"1",50,NA
"2",51,NA
"3",52,NA
"4",53,NA
"5",54,0.89344262295082
"6",55,0.89344262295082
"7",56,0.89344262295082
"8",57,0.89344262295082
"9",58,0.891666666666667
"10",59,0.889830508474576
"11",60,0.699152542372881
"12",61,0.6875
"13",62,0.692622950819672
"14",63,0.692622950819672
"15",64,0.692622950819672
"16",65,0.700819672131147
"17",66,0.709016393442623
"18",67,0.704166666666667
"19",68,0.707627118644068
"20",69,0.707627118644068
"21",70,0.702586206896552
"22",71,0.706140350877193
"23",72,0.798245614035088
"24",73,0.794642857142857
"25",74,0.790909090909091
"26",75,0.838636363636364
"27",76,0.868518518518518
"28",77,0.885220125786164
"29",78,0.887345679012346
"30",79,0.885220125786164
"31",80,0.885220125786164
"32",81,0.887345679012346
"33",82,0.887345679012346
"34",83,0.887345679012346
"35",84,0.887345679012346
"36",85,0.898921832884097
"37",86,0.896978021978022
"38",87,0.896978021978022
"39",88,0.908088235294118
"40",89,0.90875
"41",90,0.916666666666667
"42",91,0.923
"43",92,0.926716141001855
"44",93,0.931122448979592
"45",94,0.935096153846154
"46",95,0.93349358974359
"47",96,0.933281004709576
"48",97,0.931891025641026
"49",98,0.931891025641026
"50",99,0.931891025641026
"51",100,0.932078559738134
"52",101,0.929347826086957
"53",102,0.929347826086957
"54",103,0.929347826086957
"55",104,0.930851063829787
"56",105,0.930851063829787
"57",106,0.930900621118013
"58",107,0.919565217391304
"59",108,0.918439716312057
"60",109,0.918439716312057
"61",110,0.918115942028985
"62",111,0.918439716312057
"63",112,0.918439716312057
"64",113,0.922695035460993
"65",114,0.924305555555556
"66",115,0.919921875
"67",116,0.924867021276596
"68",117,0.923028785982478
"69",118,0.923028785982478
"70",119,0.921355498721228
"71",120,0.921355498721228
"72",121,0.922634271099744
"73",122,0.924280350438047
"74",123,0.925531914893617
"75",124,0.919274092615769
"76",125,0.910024154589372
"77",126,0.905606407322655
"78",127,0.924561403508772
"79",128,0.91875
"80",129,0.927325581395349
"81",130,0.928488372093023
"82",131,0.927325581395349
"83",132,0.928977272727273
"84",133,0.930555555555556
"85",134,0.928977272727273
"86",135,0.929444444444444
"87",136,0.919444444444444
"88",137,0.920108695652174
"89",138,0.921808510638298
"90",139,0.929787234042553
"91",140,0.93125
"92",141,0.932291666666667
"93",142,0.932291666666667
"94",143,0.932291666666667
"95",144,0.933673469387755
"96",145,0.93265306122449
"97",146,0.93265306122449
"98",147,0.93265306122449
"99",148,0.93125
"100",149,0.93125
"101",150,0.93125
"102",151,0.93125
"103",152,0.93125
"104",153,0.93265306122449
"105",154,0.934736842105263
"106",155,0.937701396348013
"107",156,0.943071965628357
"108",157,0.943071965628357
"109",158,0.94421052631579
"110",159,0.9453044375645
"111",160,0.955128205128205
"112",161,0.961873638344227
"113",162,0.961873638344227
"114",163,0.961111111111111
"115",164,0.966666666666667
"116",165,0.966666666666667
"117",166,0.966666666666667
"118",167,0.966666666666667
"119",168,0.967320261437909
"120",169,0.967948717948718
"121",170,0.968553459119497
"122",171,0.969135802469136
"123",172,0.967320261437909
"124",173,0.967914438502674
"125",174,0.968487394957983
"126",175,0.967105263157895
"127",176,0.96551724137931
"128",177,0.963054187192118
"129",178,0.963054187192118
"130",179,0.963680387409201
"131",180,0.963680387409201
"132",181,0.963054187192118
"133",182,0.963054187192118
"134",183,0.963680387409201
"135",184,0.963680387409201
"136",185,0.961538461538462
"137",186,0.961538461538462
"138",187,0.961538461538462
"139",188,0.958333333333333
"140",189,0.959016393442623
"141",190,0.956011730205279
"142",191,0.952380952380952
"143",192,0.947916666666667
"144",193,0.942307692307692
"145",194,0.934065934065934
"146",195,0.934065934065934
"147",196,0.9375
"148",197,0.938461538461539
"149",198,0.938461538461539
"150",199,0.938461538461539
"151",200,0.938461538461539
"152",201,0.935897435897436
"153",202,0.936868686868687
"154",203,0.936868686868687
"155",204,0.936868686868687
"156",205,0.936868686868687
"157",206,0.936868686868687
"158",207,0.940298507462687
"159",208,0.93939393939394
"160",209,0.938461538461538
"161",210,0.93939393939394
"162",211,0.93939393939394
"163",212,0.954545454545455
"164",213,0.951515151515151
"165",214,0.951515151515151
"166",215,0.951492537313433
"167",216,0.952205882352941
"168",217,0.951690821256039
"169",218,0.951690821256039
"170",219,0.952380952380952
"171",220,0.952380952380952
"172",221,0.952380952380952
"173",222,0.952380952380952
"174",223,0.952380952380952
"175",224,0.966183574879227
"176",225,0.971428571428571
"177",226,0.971830985915493
"178",227,0.972222222222222
"179",228,NA
"180",229,NA
"181",230,NA
"182",231,NA
"183",232,NA
"184",233,NA
"185",234,NA
"186",235,NA
"187",236,NA
"188",237,NA
"189",238,NA
"190",239,NA
"191",240,NA
"192",241,NA
"193",242,NA
"194",243,NA
"195",244,NA
"196",245,NA
"197",246,NA
"198",247,NA
"199",248,NA
"200",249,NA
"201",250,1
"202",251,1
"203",252,1
"204",253,1
"205",254,1
"206",255,1
"207",256,1
"208",257,1
"209",258,1
"210",259,1
"211",260,1
"212",261,1
"213",262,1
"214",263,1
"215",264,1
"216",265,1
"217",266,1
"218",267,1
"219",268,1
"220",269,1
"221",270,1
"222",271,1
"223",272,1
"224",273,1
"225",274,1
"226",275,1
"227",276,1
"228",277,1
"229",278,1
"230",279,1
"231",280,1
"232",281,1
"233",282,1
"234",283,1
"235",284,1
"236",285,1
"237",286,1
"238",287,1
"239",288,1
"240",289,1
"241",290,1
"242",291,1
"243",292,1
"244",293,1
"245",294,1
"246",295,1
"247",296,1
"248",297,1
"249",298,1
"250",299,1
"251",300,1
"252",301,1
"253",302,1
"254",303,1
"255",304,1
"256",305,1
"257",306,1
"258",307,1
"259",308,1
"260",309,1
"261",310,1
"262",311,1
"263",312,1
"264",313,1
"265",314,1
"266",315,1
"267",316,1
"268",317,1
"269",318,1
"270",319,1
"271",320,1
"272",321,1
"273",322,1
